81,701,,Audio,1/4 in TRS to Male XLR    6ft,8,8,NA,0,0,,,
82,701,,Audio,1/4 in TRS to Male XLR    6ft,8,8,NA,0,0,,,
83,701,,Audio,1/4 in TRS to Female XLR    10ft,9,9,NA,0,0,,,
84,701,,Audio,1/4 in TRS to Female XLR    10ft,9,9,NA,0,0,,,
85,701,,Audio,1/4 TS to 1/4 TS   Patch Cable  6ft,15,15,NA,0,0,,,
86,701,,Audio,1/4 TS to 1/4 TS   Patch Cable  6ft,15,15,NA,0,0,,,
87,701,,Audio,1/4 TS to 1/4 TS   Patch Cable  6ft,15,15,NA,0,0,,,
88,701,,Audio,1/4 TS to 1/4 TS   Patch Cable  6ft,15,15,NA,0,0,,,
89,701,,Audio,1/4 TS to 1/4 TS   Patch Cable  6ft,15,15,NA,0,0,,,
90,113,,Audio,Behringer MX602A Soundboard,120,120,NA,0,0,,,
91,701,,Audio,Rapco Horizon LTI-1 Laptop Interface,175,175,NA,0,0,,,
92,701,,Audio,1/4 TS to 1/4 TS   Patch Cable  25ft,25,25,NA,0,0,,,
93,701,,Audio,1/4 TS to 1/4 TS   Patch Cable  25ft,25,25,NA,0,0,,,
94,701,,Audio,1/4 TS to 1/4 TS   Patch Cable  25ft,25,25,NA,0,0,,,
95,701,,Audio,1/4 TS to 1/4 TS   Patch Cable  25ft,25,25,NA,0,0,,,
96,701,,Audio,1/4 TS to 1/4 TS   Patch Cable  25ft,25,25,NA,0,0,,,
